institutionCode,catalogNumber,otherIdentifier,otherNumber,month,year,binomial,Freshly_killed,massing,totalLength,tailLength,headbodyLength,sex,ageClass,reproductivelyActive,Liver_mass,Cecum_full_mass,Cecum_length,Cecum_curved_length,Cecum_empty_mass,Cecum_dry_mass,Stomach_full_mass,Stomach_length,Stomach_curved_length,Stomach_empty_mass,Stomach_dry_mass,LI_full_mass,LI_length,LI_empty_mass,LI_dry_mass,SI_full_mass,SI_length,SI_empty_mass,SI_dry_mass,Intestine_full_mass (shrew/mole only),Intestine_length (shrew/mole only),Intestine_empty_mass (shrew/mole only),Intestine_dry_mass (shrew/mole only),Total_GI_length ,Total_GI_length_scaled
UNCG,250,,,May,2022,Sorex fumeus ,No ,6.5,120,49,71,Male,adult,No,,,,,,,0.1534,20,23,0.0966,0.0168,,,,,,,,,0.7662,196,0.2152,0.0345,219,3.084507042
UNCG,252,,,June,2022,Rattus norvegicus,No ,230,[365],181,[184],Female,adult,No,14.4791,2.6555,54,70,0.5946,0.0955,3.7618,50,68,1.4934,0.3223,1.6637,146,0.7091,0.1403,14.0979,1462,5.1524,1.1057,,,,,1746,9.489130435
UNCG,253,,,June,2022,Peromyscus maniculatus ,Yes,17.25,171,97,74,Female,adult,Yes,0.7629,0.6652,29,32,0.1382,0.0203,0.4557,27,30,0.3536,0.073,0.3665,112,0.1496,0.0245,1.2546,304,0.3928,0.0741,,,,,478,6.459459459
UNCG,254,,,June,2022,Peromyscus maniculatus ,Yes,15,[132],[59],73,Male,adult,No,0.5334,0.5366,28,35,0.106,0.0169,0.2916,26,32,0.2532,0.0489,0.131,64,0.0802,0.0145,0.88,286,0.3263,0.0558,,,,,417,5.712328767
UNCG,255,,,June,2022,Peromyscus maniculatus ,Yes,15.5,176,99,77,Male,adult,No,0.5712,0.465,31,34,0.0812,0.0129,0.3277,28,30,0.2634,0.0534,0.1184,80,0.0673,0.0128,0.9216,357,0.3649,0.0743,,,,,501,6.506493506
UNCG,256,,,June,2022,Peromyscus maniculatus ,Yes,17.25,[168],[74],94,Female,adult,No,0.8307,0.4411,38,38,0.1052,0.0181,0.3644,26,38,0.301,0.0605,0.1932,100,0.0787,0.014,0.9337,337,0.3371,0.0671,,,,,513,5.457446809
UNCG,257,,,June,2022,Peromyscus maniculatus ,Yes,17,179,92,87,Male,adult,No,0.5343,0.577,32,38,0.0808,0.0136,0.2681,23,30,0.2576,0.0504,0.1744,101,0.0811,0.0143,0.8887,306,0.3099,0.059,,,,,475,5.459770115
UNCG,258,,,June,2022,Sorex fumeus ,No ,5.75,116,48,68,Female,adult,No,0.2614,,,,,,0.0683,14,15,0.0447,0.0076,,,,,,,,,0.6168,191,0.243,0.0432,206,3.029411765
UNCG,259,,,June,2022,Peromyscus maniculatus ,Yes,20.5,165,84,81,Female,adult,Yes,0.7088,0.2764,34,36,0.0687,0.0116,0.3183,24,31,0.2756,0.0571,0.2149,97,0.0774,0.0131,0.6958,307,0.2287,0.0411,,,,,471,5.814814815
UNCG,260,,,June,2022,Peromyscus maniculatus ,Yes,15.5,175,102,73,Male,adult,Yes,0.6123,0.3626,41,42,0.1276,0.0193,0.2917,25,28,0.2747,0.0532,0.1905,89,0.0719,0.0125,0.9051,260,0.2549,0.0481,,,,,419,5.739726027
UNCG,261,,,June,2022,Myodes gapperi,No ,19.5,134,38,96,Female,adult,No,1.1414,1.9563,110,110,0.3484,0.0171,0.4383,27,36,0.2459,0.0515,0.6722,210,0.2248,0.0401,1.4209,517,0.5229,0.0938,,,,,873,9.09375
UNCG,288,,,July,2022,Peromyscus maniculatus ,Yes,17.25,199,97,102,Female,adult,No,,0.6622,37,44,0.1341,0.0211,0.4955,24,36,0.418,0.089,0.2575,95,0.1612,0.0294,1.1683,362,0.4048,0.0827,,,,,537,5.264705882
UNCG,289,,,July,2022,Peromyscus maniculatus ,Yes,14,197,77,120,Female,adult,No,,0.476,32,33,0.0885,0.0135,0.2899,24,29,0.253,0.0561,0.1649,57,0.0474,0.0089,0.8553,239,0.3441,0.0746,,,,,358,2.983333333
UNCG,290,,,July,2022,Peromyscus maniculatus ,Yes,18,205,112,93,Female,adult,No,,0.6791,39,41,0.1561,0.0222,0.5052,32,35,0.3466,0.0768,0.3284,110,0.1417,0.0245,1.356,323,0.5294,0.1002,,,,,509,5.47311828
UNCG,291,,,July,2022,Peromyscus maniculatus ,Yes,18,192,101,91,Female,adult,No,,0.5441,38,44,0.1284,0.0211,0.4845,27,36,0.3437,0.0787,,,,,1.684,439,0.6214,0.1164,,,,,,
UNCG,292,,,July,2022,Napaeozapus insignis,Yes,19,232,138,94,Male,adult,Yes,,0.1495,43,44,0.0265,0.0048,0.2949,16,21,0.1493,0.0317,0.2681,101,0.1026,0.0178,0.9227,288,0.3033,0.0604,,,,,454,4.829787234
UNCG,293,,,July,2022,Peromyscus maniculatus ,Yes,15.5,171,89,82,Female,adult,No,,0.5554,40,45,0.1166,0.0168,0.4191,30,30,0.3688,0.0762,0.2321,93,0.1166,0.0198,0.3753,363,1.0793,0.0676,,,,,531,6.475609756
UNCG,294,,,July,2022,Peromyscus maniculatus ,Yes,16.25,192,102,90,Female,adult,No,,0.454,33,34,0.1745,0.035,0.3372,24,32,0.3079,0.0669,0.141,64,0.0617,0.0117,0.8425,299,0.329,0.07,,,,,429,4.766666667
UNCG,295,,,July,2022,Peromyscus maniculatus ,Yes,21,172,78,94,Male,adult,Yes,,0.8604,40,47,0.196,0.0389,0.4022,28,32,0.3771,0.0761,0.3074,108,0.1623,0.0289,1.6255,354,0.5094,0.0926,,,,,541,5.755319149
UNCG,297,,,July,2022,Peromyscus maniculatus ,Yes,15.25,175,91,84,Male,adult,Yes,,0.2857,23,27,0.0863,0.0136,0.43,27,28,0.2342,0.0547,0.1589,100,0.0938,0.0187,1.0461,286,0.3868,0.0754,,,,,441,5.25
UNCG,298,,,July,2022,Microtus pennsylvanicus ,Yes,35,163,46,117,Male,adult,Yes,,3.2957,117,123,0.3697,0.0523,0.4797,29,35,0.4111,0.089,0.4929,227,0.3116,0.0613,1.4107,307,0.4754,0.0786,,,,,692,5.914529915
UNCG,299,,,July,2022,Peromyscus maniculatus ,Yes,18,183,85,98,Female,adult,No,,0.5789,31,35,0.1471,0.0286,0.3868,23,29,0.3314,0.0657,0.2448,76,0.1423,0.0284,1.2206,310,0.5554,0.1221,,,,,450,4.591836735
UNCG,300,,,July,2022,Microtus pennsylvanicus ,Yes,36,160,44,116,Male,adult,Yes,,2.5711,89,95,0.3813,0.0645,0.7353,26,37,0.3838,0.0844,0.4745,211,0.2095,0.0297,1.4274,262,0.5942,0.1173,,,,,605,5.215517241
UNCG,302,,,July,2022,Microtus pennsylvanicus ,Yes,50.5,166,46,120,Female,adult,Yes,,3.055,134,136,0.5168,0.0751,0.7118,28,38,0.4225,0.0814,0.8097,266,0.334,0.0744,1.8397,352,0.7917,0.1526,,,,,792,6.6
UNCG,303,,,July,2022,Sigmodon hispidus,Yes,100,[253],[90],[163],Male,adult,Yes,,3.0231,65,80,0.4798,0.0752,1.1469,28,42,0.7041,0.143,0.9076,163,0.3276,0.0787,3.5645,609,1.3949,0.2803,,,,,894,
UNCG,314,,,July,2022,Microtus pennsylvanicus ,Yes,42.5,169,47,122,Male,adult,Yes,,3.2819,125,131,0.4873,0.0753,0.6294,26,38,0.4577,0.1022,0.4823,188,0.291,0.0561,1.6315,305,0.7758,0.1533,,,,,662,5.426229508
UNCG,316,,,July,2022,Blarina brevicauda,No ,14,103,25,78,Female,adult,No,,,,,,,0.2572,21,25,0.0539,0.0078,,,,,,,,,1.8483,472,0.595,0.1112,497,6.371794872
UNCG,317,,,July,2022,Synaptomys cooperi ,Yes,27,122,21,101,Male,adult,No,,0.8297,72,74,0.1625,0.027,0.3045,20,32,0.1748,0.0336,0.6628,331,0.3873,0.0829,1.2264,366,0.5404,0.1116,,,,,803,7.95049505
UNCG,318,,,July,2022,Peromyscus maniculatus ,Yes,15.5,187,97,90,Female,adult,Yes,,0.3427,34,36,0.139,0.0272,0.7243,32,39,0.2462,0.0617,0.1227,58,0.0918,0.0186,0.8158,231,0.3053,0.0682,,,,,364,4.044444444
UNCG,321,,,July,2022,Blarina brevicauda,No ,16,121,26,95,Female,adult,Yes,,,,,,,0.242,16,20,0.1141,0.0218,,,,,,,,,2.2376,441,0.6942,0.1204,461,4.852631579
UNCG,322,,,July,2022,Napaeozapus insignis,Yes,17.75,224,136,88,Male,adult,Yes,,0.2739,72,72,0.0681,0.0106,0.3959,18,28,0.1577,0.0316,0.2152,94,0.0792,0.0182,0.883,245,0.3048,0.0621,,,,,439,4.988636364
UNCG,324,,,July,2022,Blarina carolinensis ,Yes,7.25,94,19,75,Male,adult,Unknown ,,,,,,,0.0812,10,11,0.0468,0.01,,,,,,,,,0.8052,226,0.2505,0.0466,237,3.16
UNCG,325,,,July,2022,Blarina brevicauda,No ,18.5,120,23,97,Female,adult,No,,,,,,,0.2965,23,28,0.1393,0.02,,,,,,,,,1.7151,456,0.4706,0.0701,484,4.989690722
UNCG,327,,,July,2022,Peromyscus maniculatus ,Yes,20,[159],[65],94,Male,adult,Yes,,0.5826,38,47,0.112,0.0172,0.4043,29,34,0.2793,0.0655,0.4404,85,0.0927,0.0146,0.816,273,0.433,0.0837,,,,,439,4.670212766
UNCG,328,,,July,2022,Myodes gapperi,Yes,22.25,146,44,102,Male,adult,No,,0.6357,52,52,0.2486,0.0408,0.6225,34,35,0.3451,0.0841,0.1722,74,0.107,0.011,1.1682,318,0.5703,0.1076,,,,,479,4.696078431
UNCG,329,,,July,2022,Peromyscus leucopus ,Yes,19,162,68,94,Male,adult,Yes,,1.4641,96,,0.2898,0.0513,0.2895,27,29,0.2318,0.0502,0.3482,201,0.2054,0.0434,0.7097,364,0.3942,0.0754,,,,,,
UNCG,330,,,July,2022,Peromyscus leucopus ,Yes,14.5,167,78,89,Male,adult,Yes,,0.4062,58,59,0.1267,0.0224,0.3014,31,37,0.2753,0.0527,0.1398,77,0.0781,0.0173,0.7629,303,0.3314,0.0585,,,,,476,5.348314607
UNCG,331,,,July,2022,Peromyscus maniculatus ,Yes,13.75,181,95,86,Male,adult,No,,0.4253,45,45,0.1021,0.0164,0.3271,27,36,0.2695,0.06,0.1306,83,0.1218,0.0284,0.6707,291,0.3819,0.0776,,,,,455,5.290697674
UNCG,332,,,July,2022,Sorex cinereus,No ,6.5,116,48,68,Female,adult,No,,,,,,,0.112,14,16,0.067,0.0133,,,,,,,,,0.8062,256,0.2821,0.0425,272,4
UNCG,334,,,July,2022,Sorex cinereus,No ,4.5,97,40,57,Male,adult,Yes,,,,,,,0.413,9,10,0.224,0.0051,,,,,,,,,0.5724,174,0.1039,0.0154,184,3.228070175
UNCG,335,,,July,2022,Sorex cinereus,No ,3,98,42,56,Female,adult,No,,,,,,,0.0302,11,11,0.0182,0.0038,,,,,,,,,0.3693,164,0.1363,0.02,175,3.125
UNCG,336,,,July,2022,Sorex fumeus ,Yes,6,117,49,68,Male,adult,No,,,,,,,0.2667,13,18,0.0612,0.0141,,,,,,,,,0.8378,237,0.3427,0.067,255,3.75
UNCG,338,,,August ,2022,Myodes gapperi,Yes,22.5,144,56,88,Male,adult,Yes,,1.6983,92,92,0.3898,0.0672,0.4536,23,35,0.3222,0.0662,0.3125,188,0.2119,0.0392,1.1215,409,0.4451,0.0682,,,,,724,8.227272727
UNCG,339,,,August ,2022,Peromyscus maniculatus ,Yes,20,171,80,91,Female,adult,No,,0.5115,37,40,0.1205,0.0232,0.4542,25,36,0.4245,0.0906,0.1175,94,0.115,0.0225,0.9315,264,0.3961,0.0852,,,,,434,4.769230769
UNCG,340,,,August ,2022,Peromyscus maniculatus ,Yes,14,168,81,87,Female,adult,Yes,,0.2658,31,35,0.1059,0.0189,0.4458,23,29,0.2288,0.0516,0.1051,67,0.0699,0.0133,0.775,258,0.2537,0.0515,,,,,389,4.471264368
UNCG,341,,,August ,2022,Peromyscus leucopus ,Yes,20.5,156,73,83,Male,adult,Yes,,0.2317,30,38,0.075,0.0139,0.3496,24,35,0.3221,0.0729,0.2039,89,0.0818,0.0173,0.6965,267,0.2467,0.0483,,,,,429,5.168674699
UNCG,342,,,August ,2022,Peromyscus maniculatus ,Yes,13.5,176,91,85,Male,adult,No,,0.2006,25,27,0.0522,0.0089,0.2273,19,27,0.19,0.042,0.1168,56,0.0533,0.0092,0.6434,251,0.2086,0.044,,,,,361,4.247058824
UNCG,344,,,August ,2022,Peromyscus maniculatus ,Yes,23.75,178,84,94,Male,adult,Yes,,0.5968,41,50,0.1397,0.0263,0.3981,20,34,0.2788,0.0633,0.154,90,0.0661,0.0107,0.8903,266,0.3825,0.0865,,,,,440,4.680851064
UNCG,345,,,August ,2022,Napaeozapus insignis,Yes,23.5,234,148,86,Female,adult,Yes,,0.191,30,34,0.0552,0.0112,0.8602,26,39,0.1378,0.0298,0.1396,76,0.0624,0.0137,1.1354,302,0.3887,0.0806,,,,,451,5.244186047
UNCG,346,,,August ,2022,Peromyscus maniculatus ,Yes,17,188,105,83,Male,adult,No,,0.4997,31,36,0.1156,0.02,0.3069,22,33,0.2694,0.0567,0.1398,78,0.0849,0.0185,0.9606,238,0.385,0.0905,,,,,385,4.638554217
UNCG,347,,,August ,2022,Peromyscus maniculatus ,Yes,20.75,180,89,91,Female,adult,Yes,,0.8498,40,,0.1607,0.0217,0.673,22,43,0.3634,0.0778,0.1806,92,0.0963,0.0176,1.392,325,0.3897,0.0626,,,,,,
UNCG,348,,,August ,2022,Peromyscus maniculatus ,Yes,14.5,179,99,80,Male,adult,Yes,,0.3457,25,28,0.0776,0.0131,0.2459,21,29,0.2215,0.0501,0.1189,60,0.0509,0.0094,0.6407,232,0.2869,0.0536,,,,,349,4.3625
UNCG,349,,,July,2022,Sorex cinereus,Unknown,3,83,39,44,Female,adult,No,,,,,,,0.0282,8,12,0.0178,0.0027,,,,,,,,,0.4748,227,0.2253,0.03,239,5.431818182
UNCG,350,,,July,2022,Blarina brevicauda,Unknown,12.25,106,24,82,Female,adult,No,,,,,,,0.1621,24,28,0.1094,0.0157,,,,,,,,,1.1413,410,0.3812,0.0481,438,5.341463415
UNCG,351,,,July,2022,Peromyscus maniculatus ,Unknown,22.5,[144],[54],90,Male,adult,Yes,,0.3566,34,40,0.1426,0.0208,0.8219,29,42,0.3908,0.0916,0.2065,92,0.1601,0.0114,1.2044,290,0.3814,0.0625,,,,,464,5.155555556
UNCG,352,,,July,2022,Blarina brevicauda,Unknown,13,106,24,82,Male,adult,No,,,,,,,0.1673,18,21,0.082,0.0157,,,,,,,,,1.1465,444,0.411,0.0574,465,5.670731707
UNCG,353,,,July,2022,Tamias striatus,Unknown,87,236,93,143,Male,adult,Yes,,2.9719,72,80,0.5021,0.0677,1.0297,33,41,0.5571,0.1101,1.0539,203,0.4712,0.0811,3.6898,794,1.7303,0.3244,,,,,1118,7.818181818
UNCG,354,,,July,2022,Tamias striatus,Unknown,87,244,94,150,Male,adult,No,,0.9596,51,54,0.2833,0.05,0.9359,29,43,0.6338,0.1076,0.6402,175,0.3305,0.3244,2.9731,634,1.2493,0.2016,,,,,906,6.04
UNCG,355,,,July,2022,Sorex cinereus,Unknown,3,96,43,53,Male,adult,No,,,,,,,0.0716,10,12,0.0198,0.0032,,,,,,,,,0.3546,187,0.1239,0.0215,199,3.754716981
UNCG,356,,,July,2022,Sorex cinereus,Unknown,3.25,91,38,53,Female,adult,No,,,,,,,,,,,,,,,,,,,,0.5107,214,0.1786,0.0259,,
UNCG,357,,,July,2022,Sorex cinereus,Unknown,6.25,98,38,60,Female,adult,Yes,,,,,,,0.0403,15,15,0.0272,0.0049,,,,,,,,,0.3891,194,0.1296,0.0195,209,3.483333333
UNCG,358,,,July,2022,Blarina brevicauda,Unknown,19.5,110,22,88,Female,adult,Yes,,,,,,,0.2029,18,25,0.1085,0.0201,,,,,,,,,1.8584,492,0.5054,0.0882,517,5.875
UNCG,359,,,July,2022,Tamias striatus,Unknown,70,232,94,138,Male,adult,No,,1.7958,30,59,0.2719,0.0377,1.3405,35,48,0.5117,0.09,1.6992,224,0.5165,0.0798,4.4549,837,1.427,0.2008,,,,,1168,8.463768116
UNCG,360,,,July,2022,Tamias striatus,Unknown,93,247,97,150,Male,adult,Yes,,2.2287,66,81,0.3982,0.0571,0.9831,30,43,0.604,0.115,1.2095,196,0.432,0.0784,4.7031,777,1.8046,0.306,,,,,1097,7.313333333
UNCG,361,,,July,2022,Sorex cinereus,Unknown,3.5,92,45,47,Male,adult,No,,,,,,,0.0525,11,15,0.0236,0.0039,,,,,,,,,0.4401,197,0.1915,0.0344,212,4.510638298
UNCG,362,,,July,2022,Sorex cinereus,Unknown,4.75,100,42,58,Male,adult,Yes,,,,,,,0.0554,9,13,0.0353,0.0066,,,,,,,,,0.4295,211,0.1551,0.0226,224,3.862068966
UNCG,363,,,July,2022,Blarina brevicauda,Unknown,17.25,102,29,73,Male,adult,No,,,,,,,0.2458,30,39,0.1176,0.0227,,,,,,,,,1.8355,402,0.4103,0.0531,441,6.04109589
UNCG,364,,,July,2022,Sorex cinereus,Unknown,5.5,101,43,58,Female,adult,Yes,,,,,,,0.051,16,17,0.0393,0.0074,,,,,,,,,0.3718,241,0.1386,0.0197,258,4.448275862
UNCG,365,,,July,2022,Blarina brevicauda,Unknown,18.25,90,26,64,Female,adult,Yes,,,,,,,0.2473,20,23,0.1302,0.0257,,,,,,,,,1.5461,435,0.5477,0.0926,458,7.15625
UNCG,366,,,July,2022,Blarina brevicauda,Unknown,18,99,34,65,Male,adult,No,,,,,,,0.2003,16,22,0.0968,0.0165,,,,,,,,,2.2201,401,0.4329,0.0678,423,6.507692308
UNCG,367,,,July,2022,Blarina brevicauda,Unknown,18.25,104,30,74,Male,adult,Yes,,,,,,,0.263,41,46,0.1431,0.0211,,,,,,,,,1.2096,406,0.3487,0.0385,452,6.108108108
UNCG,368,,,July,2022,Blarina brevicauda,Unknown,14.5,93,32,61,Female,adult,No,,,,,,,0.1523,19,24,0.096,0.0149,,,,,,,,,1.6639,420,0.4596,0.0763,444,7.278688525
UNCG,369,,,July,2022,Blarina brevicauda,Unknown,17.5,104,29,75,Unknown,adult,No,,,,,,,0.2166,24,27,0.0829,0.0168,,,,,,,,,1.2009,391,0.348,0.0498,418,5.573333333
UNCG,370,,,July,2022,Blarina brevicauda,Unknown,18,102,30,72,Female,adult,No,,,,,,,0.0929,19,24,0.0584,0.0107,,,,,,,,,1.7102,427,0.3917,0.064,451,6.263888889
UNCG,372,,,September,2022,Peromyscus leucopus ,Yes,22,168,72,96,Male,adult,Yes,1.0289,0.716,32,37,0.1328,0.0176,0.9098,33,43,0.3118,0.0734,0.2559,94,0.1259,0.0226,1.4075,299,0.3529,0.0627,,,,,473,4.927083333
UNCG,373,,,September,2022,Peromyscus maniculatus ,Yes,25,177,80,97,Male,adult,Yes,1.1894,0.6411,40,45,0.1518,0.0232,0.7776,31,44,0.3183,0.0717,0.2939,93,0.1044,0.0191,1.3179,283,0.3751,0.0687,,,,,465,4.793814433
UNCG,374,,,September,2022,Peromyscus maniculatus ,Yes,27.5,183,79,104,Female,adult,Yes,2.0274,1.2025,36,52,0.1697,0.0268,1.0338,34,47,0.5289,0.1206,0.612,120,0.1468,0.0273,2.7012,328,0.4437,0.0785,,,,,547,5.259615385
UNCG,375,,,September,2022,Blarina brevicauda,Yes,13,112,25,87,Female,adult,No,,,,,,,0.5181,19,33,0.0827,0.0161,,,,,,,,,1.9357,333,0.421,0.0861,366,4.206896552
UNCG,376,,,September,2022,Sorex fumeus ,No ,7,100,48,52,Male,adult,No,,,,,,,0.1048,24,26,0.0779,0.0134,,,,,,,,,0.7455,154,0.1986,0.0299,180,3.461538462
UNCG,377,,,September,2022,Blarina brevicauda,No ,14,104,20,84,Female,adult,No,,,,,,,0.1822,21,25,0.0828,0.0163,,,,,,,,,1.344,430,0.4161,0.0607,455,5.416666667
UNCG,378,,,September,2022,Sorex cinereus,No ,5.25,108,44,64,Female,adult,No,,,,,,,0.0525,19,20,0.0384,0.0068,,,,,,,,,0.4669,178,0.1894,0.0268,198,3.09375
UNCG,379,,,September,2022,Blarina brevicauda,No ,13.5,113,26,87,Female,adult,No,,,,,,,0.1546,19,22,0.0747,0.0141,,,,,,,,,1.801,386,0.4438,0.057,408,4.689655172
UNCG,380,,,September,2022,Napaeozapus insignis,Yes,16.5,229,142,87,Male,adult,Yes,0.8149,0.1683,63,64,0.0482,0.0072,0.3859,19,31,0.1089,0.0223,0.1985,81,0.0809,0.0145,0.8628,243,0.2904,0.0612,,,,,419,4.816091954
UNCG,381,,,September,2022,Napaeozapus insignis,Yes,17.5,233,142,91,Male,adult,No,0.7327,0.2224,69,69,0.0509,0.0078,0.324,17,32,0.165,0.0287,0.2197,95,0.0854,0.0142,0.9369,304,0.2988,0.0517,,,,,500,5.494505495
UNCG,382,,,September,2022,Sorex fumeus ,No ,5.5,100,40,60,Male,adult,No,,,,,,,0.0849,14,15,0.0412,0.0073,,,,,,,,,0.5847,227,0.213,0.036,242,4.033333333
UNCG,383,,,September,2022,Peromyscus maniculatus ,Yes,17.25,175,89,86,Male,adult,Yes,0.9105,0.5612,37,42,0.1616,0.0294,0.3152,25,27,0.2755,0.0622,0.1528,67,0.0593,0.0117,1.1623,323,0.3801,0.0738,,,,,459,5.337209302
UNCG,384,,,September,2022,Peromyscus maniculatus ,Yes,20.5,173,78,95,Female ,adult,Yes,0.836,0.4869,31,36,0.1261,0.0188,0.3596,24,32,0.3123,0.066,0.253,128,0.1418,0.0248,1.3645,299,0.4563,0.0684,,,,,495,5.210526316
UNCG,385,,,September,2022,Peromyscus maniculatus ,Yes,17,189,102,87,Male,adult,Yes,0.6277,0.5176,27,33,0.1492,0.0163,0.2878,23,29,0.238,0.0482,0.2592,94,0.1245,0.0238,1.0985,277,0.362,0.0496,,,,,433,4.977011494
UNCG,386,,,September,2022,Peromyscus maniculatus ,Yes,23.5,[113],[15],98,Male,adult,Yes,1.0501,0.5349,36,40,0.1171,0.0213,0.4071,23,35,0.2447,0.0559,0.1571,72,0.0645,0.0125,0.9407,288,0.2928,0.0542,,,,,435,4.43877551
UNCG,387,,,September,2022,Peromyscus maniculatus ,Yes,15.5,168,83,85,Male,adult,No,1.4071,0.6349,30,43,0.0843,0.0134,0.2889,23,32,0.2534,0.0553,0.3476,68,0.0832,0.0127,1.2053,277,0.4816,0.091,,,,,420,4.941176471
